lead_id,company,market,currency,campaign_name,channel,campaign_budget,product,pipeline_stage,deal_value_usd,created_date,email_opened,email_clicked,company_size,lead_score,deal_value_local
NP-1566,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-05-05,,,51-200,99,0.0
NP-1567,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Negotiation,0.0,2024-06-06,,,11-50,36,0.0
NP-1568,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Negotiation,0.0,2024-05-26,,,11-50,74,0.0
NP-1569,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-24,,,500+,71,0.0
NP-1570,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-07-17,,,51-200,64,0.0
NP-1571,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-01-17,,,11-50,44,0.0
NP-1572,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-02-22,False,False,51-200,36,0.0
NP-1573,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-07-20,,,11-50,92,0.0
NP-1574,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Proposal,0.0,2024-06-15,,,1-10,58,0.0
NP-1575,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Demo,0.0,2024-06-14,,,1-10,11,0.0
NP-1576,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Demo,0.0,2024-07-27,,,11-50,91,0.0
NP-1577,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-06-26,,,11-50,47,0.0
NP-1578,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-27,,,500+,25,0.0
NP-1579,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-25,,,500+,42,0.0
NP-1580,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-01-29,,,51-200,86,0.0
NP-1581,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-02-17,,,201-500,83,0.0
NP-1582,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-07,,,11-50,76,0.0
NP-1583,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-03-01,,,1-10,54,0.0
NP-1584,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-23,True,False,500+,70,0.0
NP-1585,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-06-23,,,201-500,40,0.0
NP-1586,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Closed Won,918.43,2024-07-12,,,1-10,59,87602.93
NP-1587,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Negotiation,0.0,2024-04-17,,,500+,75,0.0
NP-1588,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-05-16,,,500+,20,0.0
NP-1589,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Qualified,0.0,2024-01-10,,,1-10,36,0.0
NP-1590,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-06-14,,,11-50,78,0.0
NP-1591,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-06-10,,,11-50,13,0.0
NP-1592,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-27,,,51-200,81,0.0
NP-1593,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-02-28,,,201-500,90,0.0
NP-1594,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-06-12,,,1-10,92,0.0
NP-1595,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-06-10,,,51-200,74,0.0
NP-1596,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Qualified,0.0,2024-02-15,,,201-500,58,0.0
NP-1597,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-03,,,11-50,60,0.0
NP-1598,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-26,,,1-10,80,0.0
NP-1599,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-29,,,500+,80,0.0
NP-1600,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Negotiation,0.0,2024-02-23,,,11-50,62,0.0
NP-1601,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-07-03,,,11-50,24,0.0
NP-1602,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-25,False,False,500+,19,0.0
NP-1603,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-05-14,,,201-500,52,0.0
NP-1604,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-09,,,11-50,50,0.0
NP-1605,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-06-18,,,11-50,82,0.0
NP-1606,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-05-10,,,51-200,41,0.0
NP-1607,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-01,True,False,201-500,69,0.0
NP-1608,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-04-27,,,500+,20,0.0
NP-1609,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-04-03,,,1-10,19,0.0
NP-1610,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-03-24,,,201-500,85,0.0
NP-1611,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-04-24,False,False,11-50,56,0.0
NP-1612,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Demo,0.0,2024-05-12,,,11-50,69,0.0
NP-1613,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-09,,,500+,97,0.0
NP-1614,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-27,False,False,11-50,71,0.0
NP-1615,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-03,,,51-200,39,0.0
NP-1616,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-02-28,,,201-500,68,0.0
NP-1617,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-16,,,51-200,43,0.0
NP-1618,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-06-25,,,500+,93,0.0
NP-1619,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Negotiation,0.0,2024-03-16,,,201-500,55,0.0
NP-1620,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-05-04,,,11-50,66,0.0
NP-1621,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-05,True,False,1-10,94,0.0
NP-1622,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-16,False,False,500+,30,0.0
NP-1623,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-08-13,,,500+,30,0.0
NP-1624,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-22,True,False,500+,61,0.0
NP-1625,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Negotiation,0.0,2024-06-15,,,1-10,37,0.0
NP-1626,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-05-03,,,201-500,86,0.0
NP-1627,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-20,True,False,51-200,68,0.0
NP-1628,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-23,,,1-10,35,0.0
NP-1629,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-05-29,,,500+,22,0.0
NP-1630,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-23,False,False,1-10,21,0.0
NP-1631,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Qualified,0.0,2024-04-05,,,201-500,76,0.0
NP-1632,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-05-04,,,201-500,58,0.0
NP-1633,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Demo,0.0,2024-05-13,,,1-10,64,0.0
NP-1634,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Negotiation,0.0,2024-02-25,True,False,201-500,42,0.0
NP-1635,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-21,True,True,11-50,98,0.0
NP-1636,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-05-14,,,51-200,43,0.0
NP-1637,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-29,,,11-50,62,0.0
NP-1638,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-20,,,201-500,42,0.0
NP-1639,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-18,,,1-10,39,0.0
NP-1640,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Lead,0.0,2024-06-09,,,201-500,53,0.0
NP-1641,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-28,,,1-10,21,0.0
NP-1642,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-19,True,True,1-10,59,0.0
NP-1643,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Demo,0.0,2024-04-12,,,11-50,91,0.0
NP-1644,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-06-10,,,51-200,34,0.0
NP-1645,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-01-31,,,1-10,56,0.0
NP-1646,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-21,False,False,51-200,95,0.0
NP-1647,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-13,,,1-10,80,0.0
NP-1648,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-04-14,,,51-200,38,0.0
NP-1649,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-10,,,51-200,32,0.0
NP-1650,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-05-18,,,1-10,75,0.0
NP-1651,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-04-26,,,201-500,82,0.0
NP-1652,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Closed Won,1039.89,2024-06-02,,,500+,13,3819.57
NP-1653,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-05-03,,,11-50,50,0.0
NP-1654,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-05-08,,,11-50,46,0.0
NP-1655,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-20,,,11-50,70,0.0
NP-1656,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Lead,0.0,2024-03-25,,,201-500,35,0.0
NP-1657,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-11,False,False,500+,55,0.0
NP-1658,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-18,False,False,500+,15,0.0
NP-1659,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Negotiation,0.0,2024-06-17,,,51-200,72,0.0
NP-1660,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-14,False,False,11-50,16,0.0
NP-1661,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-07-13,,,51-200,60,0.0
NP-1662,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-08-06,,,201-500,50,0.0
NP-1663,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-13,,,51-200,56,0.0
NP-1664,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-13,,,201-500,88,0.0
NP-1665,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-17,,,51-200,61,0.0
NP-1666,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Closed Lost,0.0,2024-03-30,,,1-10,44,0.0
NP-1667,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-05,False,False,1-10,32,0.0
NP-1668,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Proposal,0.0,2024-06-10,,,500+,50,0.0
NP-1669,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-05-25,,,1-10,98,0.0
NP-1670,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-02-27,False,False,51-200,43,0.0
NP-1671,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Proposal,0.0,2024-04-14,,,1-10,62,0.0
NP-1672,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Qualified,0.0,2024-03-23,,,500+,93,0.0
NP-1673,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-07-12,,,500+,72,0.0
NP-1674,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-30,,,11-50,31,0.0
NP-1675,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-08-13,,,201-500,19,0.0
NP-1676,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-02-16,,,51-200,87,0.0
NP-1677,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Demo,0.0,2024-07-17,,,500+,76,0.0
NP-1678,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-05,,,51-200,99,0.0
NP-1679,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-09,,,201-500,80,0.0
NP-1680,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-20,,,1-10,43,0.0
NP-1681,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Negotiation,0.0,2024-06-18,,,11-50,41,0.0
NP-1682,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-22,,,1-10,14,0.0
NP-1683,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Proposal,0.0,2024-07-30,,,500+,44,0.0
NP-1684,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Demo,0.0,2024-06-01,,,500+,86,0.0
NP-1685,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-06-11,,,500+,49,0.0
NP-1686,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-09,,,51-200,62,0.0
NP-1687,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-03-18,,,51-200,46,0.0
NP-1688,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-06-05,,,51-200,11,0.0
NP-1689,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Proposal,0.0,2024-06-14,,,51-200,34,0.0
NP-1690,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-24,,,201-500,38,0.0
NP-1691,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-04-04,,,51-200,93,0.0
NP-1692,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-09,,,11-50,27,0.0
NP-1693,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-05-02,,,11-50,51,0.0
NP-1694,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Lead,0.0,2024-01-23,,,51-200,44,0.0
NP-1695,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-05,True,True,201-500,49,0.0
NP-1696,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Basic,Proposal,0.0,2024-05-17,,,1-10,28,0.0
NP-1697,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-02-02,,,11-50,42,0.0
NP-1698,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-05-06,,,201-500,66,0.0
NP-1699,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-27,False,False,11-50,70,0.0
NP-1700,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-10,,,500+,76,0.0
NP-1701,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-01-16,,,11-50,24,0.0
NP-1702,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-21,False,False,201-500,41,0.0
NP-1703,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-01-29,,,51-200,21,0.0
NP-1704,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-22,True,False,500+,23,0.0
NP-1705,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-03-30,False,False,201-500,34,0.0
NP-1706,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-01-15,,,201-500,66,0.0
NP-1707,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-02,,,500+,54,0.0
NP-1708,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Basic,Proposal,0.0,2024-05-10,,,11-50,18,0.0
NP-1709,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-25,,,201-500,10,0.0
NP-1710,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Negotiation,0.0,2024-07-17,,,500+,40,0.0
NP-1711,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-04-19,,,11-50,77,0.0
NP-1712,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-07-12,,,201-500,92,0.0
NP-1713,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-17,,,11-50,14,0.0
NP-1714,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-04,False,False,500+,89,0.0
NP-1715,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-10,,,1-10,36,0.0
NP-1716,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-06-08,,,51-200,81,0.0
NP-1717,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-08,,,500+,44,0.0
NP-1718,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-06,,,500+,22,0.0
NP-1719,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-17,,,11-50,82,0.0
NP-1720,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-06-14,,,500+,55,0.0
NP-1721,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Negotiation,0.0,2024-06-22,,,11-50,80,0.0
NP-1722,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-05-31,,,51-200,50,0.0
NP-1723,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-04,,,51-200,87,0.0
NP-1724,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-03-18,True,False,201-500,10,0.0
NP-1725,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-18,,,51-200,10,0.0
NP-1726,NovaPay,USA,USD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-05,,,500+,75,0.0
NP-1727,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-07-07,,,51-200,29,0.0
NP-1728,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-18,False,False,1-10,83,0.0
NP-1729,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-16,,,201-500,32,0.0
NP-1730,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-04-17,,,500+,92,0.0
NP-1731,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-08,,,51-200,54,0.0
NP-1732,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Proposal,0.0,2024-05-04,,,500+,11,0.0
NP-1733,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-06,,,51-200,79,0.0
NP-1734,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-16,,,201-500,67,0.0
NP-1735,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-29,,,11-50,26,0.0
NP-1736,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-21,,,51-200,20,0.0
NP-1737,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-22,,,201-500,81,0.0
NP-1738,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-22,True,True,201-500,51,0.0
NP-1739,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-25,,,51-200,54,0.0
NP-1740,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-25,True,False,201-500,89,0.0
NP-1741,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-04-02,True,False,1-10,24,0.0
NP-1742,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Enterprise,Negotiation,0.0,2024-07-07,,,1-10,53,0.0
NP-1743,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-13,,,11-50,78,0.0
NP-1744,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-16,False,False,11-50,98,0.0
NP-1745,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-08-07,,,1-10,42,0.0
NP-1746,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-03-20,True,False,1-10,18,0.0
NP-1747,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Negotiation,0.0,2024-05-21,,,1-10,12,0.0
NP-1748,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-18,,,500+,22,0.0
NP-1749,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-26,,,500+,68,0.0
NP-1750,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-16,,,51-200,52,0.0
NP-1751,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-20,,,51-200,90,0.0
NP-1752,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Qualified,0.0,2024-03-08,,,51-200,59,0.0
NP-1753,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Lead,0.0,2024-02-22,,,201-500,94,0.0
NP-1754,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Closed Won,310.3,2024-03-15,False,False,201-500,49,232.66
NP-1755,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-27,,,500+,79,0.0
